TOTEMPLOYEE,TOTVOLUNTEERS,TOTALREVPRIOR,TOTALREVCURRENT,SALARIESCURRENT
0,50,723131,761145,31516
0,0,119844,208034,0
,,,98978,36000
,,,32023,0
0,,0,574684,0
0,40,134591,324580,17673
,,,2087,0
,,,42475,0
160,300,6158331,6218617,3647443
,,,128367,0
,,,90412,0
,,,27,0
2,25,196536,165847,40132
,,,93889,25288
,,,55431,0
,,,7172,0
,,,117489,27952
0,,131618,143230,44471
,,,40053,0
0,0,744880,306761,0
14,,270576,221387,148417
,,,64646,0
,,,127233,18854
5,,835762,694801,319496
0,,332803,263921,0
0,,250759,219888,5000
0,,4845,18330,0
0,0,100000,46726,0
1,0,249943,234571,22368
0,13,62325,56897,0
0,4,16339,19123,0
0,,1000,0,0
1,,141665,176808,67820
0,,27714,25461,0
7,,1400133,1414038,275071
4,0,372353,398844,130757
1,5,55574,38439,83717
3,10,223079,460877,92534
3,,220068,401101,171309
0,,34709,1000,0
1,,0,73480,11608
0,0,-6933,176509,0
65,8740,5230996,11739039,2624629
,,,50893,0
,,,3600,0
,,,15967,0
,,,94713,0
,,,100860,0
,,,71061,0
,,,168113,0
,,,41467,0
,,,4770,11
31,948,2139075,1678824,1185774
0,,77474,376066,0
0,25,595702,773058,40000
0,,187493,178640,0
,,,24166,0
0,30,278678,507055,102378
0,68,207285,169517,0
0,50,256823,217762,0
,,,9128,0
0,,31098,50939,0
20,270,2268948,2285309,845413
,,,102524,19800
,,,48941,11822
,,,7367,0
40,608,721702,794043,350400
0,3,3922,2995,0
0,4,183637,178834,0
0,35,72509,55620,0
4,,481792,484614,152778
0,6,2098,28045,0
,,,4001,0
,,,6124,0
,,,0,0
,,,88044,0
,,,0,0
,,,62,0
,,,118618,0
,,,62642,0
,,,46591,23145
0,,195081,159252,0
,,,4702,0
5,0,528181,516651,69932
2,800,116070,120168,28226
0,,85911,103116,5250
5,,290043,197949,141887
0,10,5320,286,0
,,,66590,0
,,,62226,0
,,,143178,0
,,,121050,0
0,,145278,182748,37297
,,,44953,4868
,,,19823,0
,,,67924,0
9,,269280,211509,139347
,,,170903,0
0,15,11697,24653,0
,,,1540,0
,,,103131,11423
,,,11494,0
,,,0,0
,,,40732,0
2,2,469688,504322,96339
21,17,339939,844725,513008
,,,125983,23810
,,,66808,2660
,,,87541,0
0,,24490,23545,0
,,,96298,32828
,,,110950,0
,,,644,0
,,,10408,0
36,425,2348357,2601812,582755
,,,74230,0
,,,30579,0
,,,45000,0
,,,132063,46300
,,,21000,0
0,0,363127,296818,0
,,,44112,9765
,,,115439,0
,,,10344,0
0,,36166,20378,4613
,,,0,0
2,800,443789,476062,201373
,,,84402,0
1,,370233,33062,56174
,,,64689,0
,,,4237,0
0,,0,0,0
2,,0,262249,64690
0,,98338,88921,24222
0,20,0,298300,56840
0,,1041,4988,0
,,,70360,0
0,50,273612,271817,0
1,0,207808,383939,25891
0,,5000,0,0
,,,7187,0
,,,4003,0
4,,277695,285189,132213
0,0,60085,52950,6500
,,,146119,82808
,,,40212,0
0,,81982,83278,22628
0,19,1147285,54094,0
0,,29620,0,0
9,50,313461,208440,70908
5,0,346840,709338,210094
0,,180638,105770,0
,,,0,0
,,,50182,0
,,,16029,0
,,,9510,0
,,,107656,0
,,,385,0
,,,8907,0
,,,500,0
,,,65005,0
0,,79605,88869,25702
,,,6151,0
,,,27900,0
,,,135322,0
,,,21000,0
0,,44927,567,0
0,30,600575,602516,0
0,8,66925,55452,0
,,,92519,0
,,,50490,0
,,,12779,19466
,,,144787,87927
,,,177378,40000
0,,84058,83546,22899
0,,65044,77719,22837
0,,111896,110144,30798
,,,9306,0
,,,20370,18438
,,,77455,0
,,,76758,0
,,,155589,0
,,,17150,0
,,,19939,0
,,,600,0
,,,129501,44636
,,,37866,0
,,,62411,0
,,,0,0
,,,28065,0
,,,73011,0
,,,2530,0
,,,32085,0
,,,0,0
,,,63876,12000
,,,88065,0
,,,15582,0
,,,3021,327
8,470,544665,678324,323697
,,,68804,61194
,,,68144,0
,,,126561,0
,,,11873,0
,,,96711,18400
,,,0,0
,,,0,0
,,,69340,27020
,,,22043,0
,,,0,0
,,,1800,0
,,,53921,0
0,,0,5899,0
,,,78535,0
,,,0,0
,,,59670,6000
,,,1591,0
,,,27983,8100
,,,11636,235
,,,55965,10682
,,,34854,20220
0,608,533005,495069,0
1,,4588,1259,64814
,,,0,0
,,,46108,0
,,,68000,0
0,0,121869,194510,0
,,,29417,0
4,0,618891,651141,184604
,,,61229,8647
,,,113305,94600
,,,1427,0
6,2,266957,261359,148056
,,,177882,0
17,,451159,466064,330837
,,,138135,22306
0,3,136017,164386,0
,,,53963,0
4,10,122590,317139,29250
,,,62732,0
0,1,128274,102160,64500
0,,136827,203106,0
,,,179375,0
,,,31964,0
347,300,7806052,7882948,4719455
0,9,65912,20601,0
0,,0,570207,277578
1,10,195450,240388,16100
10,,223173,350899,123809
0,,187036,207275,0
,,,64832,22000
3,39,95496,136678,83871
,,,88594,55935
0,,29725,57252,0
,,,18101,0
0,15,21051,24858,0
,,,74883,0
,,,92287,35415
0,1200,229352,206265,0
0,12,54881,60423,38500
0,,308275,348222,60191
4,4,690554,762996,117263
,,,81376,29318
,,,100700,0
,,,1271,0
,,,10475,0
,,,83399,0
0,50,919390,847520,385678
8,12,241209,236643,153681
1,2,498404,382486,184230
0,,911720,1085188,0
16,,420411,450879,185149
,,,0,0
,,,131031,0
,,,132789,76442
,,,89122,0
,,,36542,6014
,,,106066,0
,,,67380,0
,,,4500,0
6,5,428002,512893,191902
,,,68965,16800
,,,0,0
0,13,236835,146312,0
,,,36846,26684
1,15,58400,74829,36664
0,2,349820,485240,0
,,,1778,0
0,,0,1500,0
0,,0,516383,0
0,,105720,0,0
,,,70300,0
,,,88928,57720
15,5,430742,493520,315727
,,,70101,32026
0,4,-34456,-6917,0
3,,186652,200177,90874
0,15,2572557,3080962,9373
0,0,72390,434651,0
14,250,1907751,1695146,900085
,,,53334,0
,,,0,0
1,,68027,70132,29150
0,,202465,268003,0
0,12,65647,56848,0
0,,158200,142016,0
6,,365530,337286,205953
12,85,536628,419408,232880
0,,26210,24375,0
0,6,81952,124011,0
,,,0,0
,,,192369,0
,,,30254,0
0,,41254,28519,0
4,,223860,34088,21354
,,,65736,0
,,,53570,0
,,,63941,0
,,,60008,0
,,,4023,0
8,1,614520,571910,237008
136,160,1019302,998062,556169
,,,8693,0
6,20,308379,276931,132751
0,,0,145606,0
,,,5500,0
1,,284433,268732,38754
,,,132177,0
0,55,392507,337780,132566
0,,91171,92256,0
4,,382001,390346,88467
15,6,411382,388761,254390
1,75,235961,172529,29819
,,,136685,0
,,,87029,0
,,,22696,0
0,,413681,350851,0
1,0,72126,28601,23918
0,10,135406,185810,0
0,80,39416,19532,0
0,10,89393,83336,40250
4,50,437858,371505,184796
,,,33704,4715
,,,86591,72679
0,6,0,7044,0
,,,8026,0
0,,303190,227718,0
15,5,330590,334328,213475
10,360,688420,860269,357459
3,50,178628,177146,42452
,,,18737,0
2,,0,245310,51083
0,,13956,16468,0
7,,1452955,1526027,471877
0,,70098,79571,5660
,,,26517,0
,,,49795,0
1,,77630,73793,32404
,,,78471,0
,,,1139,0
,,,113603,64800
,,,14718,7544
,,,1780,0
,,,11850,0
0,,0,583763,115433
2,115,264160,199927,88476
0,15,61159,152985,0
,,,72229,10340
,,,116628,40340
,,,30755,0
0,,54358,87312,0
,,,21206,0
,,,1245,0
0,,98783,72142,0
0,20,60008,66403,875
7,12,0,174319,37496
2,10,354653,268951,95809
0,77,0,0,0
1,,287411,231335,66326
,,,1729,0
,,,250,0
0,,815121,597408,0
0,100,124557,374243,0
,,,100890,0
,,,40387,11664
,,,125,0
0,,30150,45001,0
0,0,173180,150247,0
11,45,281044,454376,296280
,,,155990,97759
22,6,278243,274826,220943
6,3,210628,195000,99566
,,,43366,37080
,,,5734,0
,,,98038,0
13,0,271752,317059,190084
,,,0,0
,,,53970,7169
,,,154741,0
0,50,0,0,0
5,50,121507,58829,28680
,,,10893,0
0,,0,0,0
0,100,208853,225917,0
0,,108809,79371,0
0,5,81924,4685,0
1,0,166405,378032,50547
,,,81631,15000
,,,26992,0
,,,49372,0
0,0,91852,58794,0
0,,0,111542,0
4,30,189160,186518,81263
,,,25092,0
,,,79308,0
,,,3769,0
32,2,5625640,3670176,1182531
2,79,203891,263045,38124
0,,250922,235729,0
,,,0,0
7,1,1171063,1791984,470264
0,,0,211778,0
80,10,413079,904879,493260
0,,448069,203343,63410
0,,7286,9447,0
3,11,276157,335368,48505
0,,266821,274106,88037
,,,59245,0
,,,3045,0
0,108,0,1139419,0
0,,0,638626,144556
3,5,137008,244041,80086
,,,17000,0
3,30,297294,290478,66000
0,10,59547,31859,1122
,,,300,0
,,,2,0
0,,2994,2000,0
31,,2391664,2226945,388106
,,,84540,0
,,,10659,0
1,,281969,299550,20481
,,,15000,0
61,,1025810,1071785,656983
6,75,1098379,293408,157170
0,,0,71657,0
0,,369784,346476,0
,,,76432,33973
,,,100,0
,,,1,0
,,,84982,0
10,,357372,392540,235761
,,,800,0
,,,102650,69733
,,,26077,0
,,,15095,0
,,,74046,0
,,,0,0
,,,101143,18000
,,,66308,0
3,11,2571837,1661324,302478
,,,-2437,0
,,,144593,0
,,,1600,0
,,,2195,0
0,,25251,35166,0
,,,131879,24023
,,,58881,26990
0,,217451,266258,0
,,,57170,10360
0,,0,9965,0
,,,87756,4300
,,,48904,0
,,,122753,0
6,60,621741,690830,383117
,,,94580,36427
,,,166173,99477
,,,107101,0
0,,118623,104883,0
0,,42380,43333,0
,,,63174,0
,,,155233,95440
,,,17979,600
,,,53963,21506
,,,4451,0
,,,155387,0
4,32,97100,125870,81182
,,,72817,0
,,,1000,0
,,,3032,0
0,15,265136,263749,0
,,,22525,0
,,,967,0
,,,54432,36600
2,50,800226,2033639,51005
,,,47033,11252
,,,74149,0
,,,3450,0
,,,129126,0
34,,1114868,1002617,669146
,,,1800,0
,,,33496,0
,,,112763,34000
,,,34706,0
,,,2894,0
,,,125408,0
1,,230870,230922,57686
,,,88663,0
0,,42036,68451,0
,,,184710,0
,,,2,0
4,5,19434635,15687437,127714
,,,106085,0
,,,1883,0
0,20,0,136475,0
,,,133075,71513
,,,60636,0
0,22,473163,492865,14400
,,,80113,0
,,,55400,0
,,,165400,0
,,,6950,0
,,,4000,0
,,,53013,0
,,,323,0
0,40,131532,125477,45841
0,,102230,135505,0
45,25,6263126,6398768,2738150
8,5,1387649,2044903,168122
1,25,86521,101042,22607
5,196,1295689,1537737,415797
9,5,387436,201267,172864
4,45,76561,112000,28047
2,10,538498,496087,57997
,,,7498,0
,,,105894,0
,,,22420,0
,,,0,0
0,,58190,59722,0
,,,5040,0
0,,0,248112,0
,,,2250,0
33,500,821755,967667,692255
,,,33947,0
,,,56284,27062
,,,156280,0
3,2,322920,410520,200053
,,,29780,0
9,20,372093,1724330,424018
,,,1180,39660
4,3280,324896,322051,45839
,,,37994,13000
,,,750,0
,,,61245,0
,,,129202,0
5,1,225149,235009,131102
0,3,0,2814058,0
,,,5700,0
,,,38214,0
0,,131295,65585,0
0,3,60450,106133,0
0,,1438,50,0
0,,50415,18195,0
,,,0,0
0,25,45183,154125,0
,,,85898,0
1,,366734,398642,55094
2,,104181,134383,29865
527,300,4585656,3320092,1847011
1,,414346,407418,53238
,,,107977,40368
0,20,53254,27854,0
,,,38497,0
0,0,100441,103559,0
,,,93792,0
,,,28294,0
0,,278348,271149,82394
2,,199806,204931,148810
,,,1200,0
,,,90292,52147
2,,383868,393157,26433
,,,74531,60929
,,,120180,0
,,,59549,40000
,,,806,0
,,,3989,0
,,,0,0
,,,94220,0
0,,0,0,0
,,,571,0
2,,354023,339921,81630
22,,2690733,2771659,895940
,,,62339,0
,,,148131,0
,,,33529,0
21,,2400516,2366870,1150402
16,,800818,850940,475719
,,,27255,0
53,26,4283275,5588698,2085577
,,,3212,0
,,,121328,51600
0,,140080,67590,0
2,3,231656,210567,64075
39,0,304963,340071,243588
,,,126043,79052
445,147,35703085,34807611,14563547
,,,4300,0
,,,26674,0
,,,9158,0
,,,4477,0
,,,14246,0
,,,12083,0
,,,49416,0
,,,61825,0
107,480,1544587,1542249,1086113
0,60,93102,106120,0
20,11,2070784,2295992,1596323
,,,96530,0
1,75,349356,349181,65310
,,,10197,0
,,,59557,0
0,,551679,112155,0
,,,37562,0
10,0,1040128,1071856,202536
,,,110174,0
,,,62587,25500
0,5,71981,75190,0
,,,40103,0
,,,23790,0
29,20,547028,453978,256614
0,,29977,59432,0
6,10,492862,440596,181270
0,7,652823,701035,0
,,,63047,0
147,30,4217080,4096617,2565976
,,,102102,0
0,,69374,76310,0
34,12,293826,295801,232783
,,,76554,0
0,0,705790,658486,0
0,,-6977,-1354,0
,,,26942,0
,,,18366,0
0,0,104271,141334,0
,,,52463,0
,,,66678,0
,,,75302,0
0,12,17569,11559,0
0,6,158580,288370,0
8,93,222432,214876,63796
,,,100645,0
0,25,92811,161337,0
,,,541,0
,,,154088,0
2,300,187451,183862,91950
,,,65373,0
,,,108143,0
,,,99643,0
,,,26409,0
,,,101857,38035
,,,2277,0
,,,158218,6900
4,2,175050,848225,554021
,,,78314,53825
103,39,2995302,3758174,2609199
,,,18506,0
,,,95837,19788
,,,57847,10430
,,,11808,0
,,,46672,0
,,,111352,27417
,,,3301,0
,,,569,0
,,,104705,54631
29,20,0,254839,18174
,,,76083,0
33,,359954,138479,53563
0,9,552715,483155,0
,,,21056,0
5,30,0,199801,94531
,,,136560,35158
0,,38866,48734,21227
0,270,135815,172058,22501
0,600,174477,176685,0
0,50,225679,241303,72530
,,,114026,0
0,,507326,501151,5000
,,,55102,0
154,95,7824918,8406984,3169026
,,,94457,31141
,,,46989,0
1,3000,833102,934891,28157
11,77261,1856674,2052363,496817
0,0,107068,83186,0
,,,15264,0
,,,44601,0
,,,600,0
0,1,27191,27041,0
,,,106786,68613
,,,122759,0
,,,22923,0
,,,0,0
0,,77217,86024,0
0,,602937,452476,0
112,8,3740697,3829015,2461304
0,,36639,62235,0
1,,202604,233737,74156
46,,411427,452401,366614
,,,38647,0
21,0,201097,182954,123493
,,,10569,0
,,,12717,0
10,0,319641,202313,135513
,,,105630,40823
0,19,382151,45705,0
,,,80140,36138
0,,-351527,116024,0
4,0,50772,85332,27620
0,14,433893,375761,0
,,,120486,1200
,,,22766,19702
0,,431386,413000,0
0,0,192098,102263,0
,,,40579,0
,,,86598,0
0,,51881,72421,0
,,,88343,0
0,,182432,169629,0
0,159,237574,235117,0
12,,532541,479300,271954
,,,34688,45404
24,8,467950,511172,311923
,,,1963,0
,,,62644,37499
,,,87272,0
,,,57965,39809
0,0,213830,217957,0
3,30,199468,202426,30691
,,,112235,0
0,,151355,209395,0
,,,9134,0
,,,61649,6505
,,,146467,0
31,,270603,335070,259795
,,,38755,0
132,590,4902558,5102824,3426038
0,100,3020861,3228566,2158978
0,150,154959,463131,0
,,,85502,0
,,,84393,21663
,,,44779,0
,,,112950,32981
0,0,219322,257438,0
81,,2862884,2953742,2070556
,,,121302,49073
,,,65,0
2,9,1685491,1523778,78324
,,,33092,10778
,,,171283,75525
,,,88476,27445
0,220,116664,120587,0
,,,9090,0
,,,134200,64440
,,,13,0
,,,40937,0
1,40,237241,206753,23252
7,,93434,95366,59272
,,,1237,0
,,,49204,0
,,,691,0
,,,38184,0
,,,54271,0
234,600,2837806,2641660,1226004
0,6,0,146219,51841
95,150,929862,1035283,635707
,,,99360,0
0,,750886,762166,0
,,,108758,0
,,,71644,0
0,20,62087,96737,0
,,,3150,0
,,,63682,0
,,,63869,0
,,,87497,0
,,,158934,91412
4,4,0,15920,2763
,,,122738,13000
0,,71516,91988,0
,,,0,0
70,10,2792634,3046774,1135423
,,,22336,0
,,,0,0
,,,35154,0
,,,0,0
,,,199323,54034
0,0,44050,237522,18495
,,,56533,0
0,10,49628,64413,0
0,,444552,433501,0
0,,136388,115947,0
0,,87399,76862,24970
0,,368529,333303,44604
,,,2232,0
5,,155240,165967,61294
23,985,902488,893252,395015
,,,46451,0
,,,146830,0
0,20,0,235536,0
4,0,1158535,1181394,325677
8,65,1442108,2119501,518043
9,7,690154,694816,352784
0,,175299,122093,0
0,0,413288,430473,76314
,,,55665,0
,,,36327,0
,,,1900,0
,,,76884,63831
6,,203669,188263,17718
0,,0,358207,0
,,,-5962,0
3,,140726,204188,9326
0,0,2840,3495,0
41,1000,864324,912367,449717
0,,22500,338510,0
,,,74405,19298
,,,1741,0
,,,1800,0
,,,53310,700
,,,9555,0
0,7,0,20012,0
,,,83422,0
,,,25901,0
,,,15784,0
,,,152497,55019
,,,57900,0
29,100,1521065,1558838,659483
0,,14053,26478,0
,,,60977,0
,,,64416,36746
6,559,835098,871710,371972
,,,59966,14200
,,,17500,0
0,0,290072,440599,0
4,,863938,947189,177181
,,,0,0
0,11,194281,222411,0
,,,87620,0
,,,34,0
,,,15790,0
5,7,973657,2384835,228531
0,0,45790,170719,0
,,,107472,0
,,,76034,0
,,,25112,0
,,,97989,0
,,,39333,0
,,,67585,0
3,,256682,275905,109475
32,10,1226812,1294244,930764
0,,115775,23712,0
,,,1708,0
,,,66816,17177
,,,56109,0
0,,23275,17269,0
,,,825,0
7,,466908,407678,212861
,,,149822,0
1,30,184200,281311,50000
,,,103486,0
,,,98949,4306
,,,23597,0
,,,40425,39751
,,,60247,3958
5,125,414341,457933,98309
,,,38906,0
,,,108263,0
,,,0,0
0,,6540,6545,0
18,35,1046199,1131521,871822
,,,35694,0
,,,-4622,0
,,,28200,0
,,,148229,38465
0,,108920,80314,0
,,,3,0
0,,168983,206214,0
,,,28832,0
25,5,364944,369423,205014
4,,609154,570199,64127
,,,21107,0
,,,19893,0
5,50,99458,113547,76626
73,1295,4100376,6282192,2364436
,,,361,0
,,,91454,0
0,100,29747,93487,0
,,,66214,0
,,,57878,0
,,,14194,0
,,,54157,0
,,,171224,0
,,,70923,0
,,,5246,0
0,,199206,402247,0
0,,72477,85266,0
,,,39002,0
0,5,5703,9572,0
0,,256199,285852,0
,,,8850,0
,,,105172,0
89,12,1548254,2587922,1826271
0,13,50000,0,0
,,,126134,72133
,,,34336,0
,,,4733,0
,,,23843,0
3,16,1937362,2079270,163030
0,0,11444,8631,0
,,,193915,0
,,,5503,0
2,20,106635,86437,6302
2,225,310689,282679,70460
0,12,14790,10806,0
,,,5000,0
,,,90138,0
,,,27754,0
,,,81970,67742
7,0,4121033,4181045,821628
,,,105307,66345
,,,176029,153996
5,,156861,230872,98015
410,144,12766211,11515551,5948493
14,159,119940,107134,0
0,120,291638,306824,0
0,,181253,184603,0
0,4,157533,175962,0
,,,92759,0
,,,116565,0
0,,188306,164917,0
,,,78497,31028
1,2,80877,160809,47751
0,0,116650,108700,0
0,152,355663,347222,0
17,100,0,202028,62703
0,0,139627,162637,0
1,,257038,314916,171968
19,,180333,256539,226143
,,,106031,0
,,,62020,0
,,,5514,0
0,,214249,355140,0
,,,79143,0
,,,10915,0
0,13,13670,12872,0
0,11,137182,229911,3715
273,,3437766,3367969,126610
,,,55969,0
0,0,105466,154180,0
2,0,149614,148119,46094
0,50,240476,116597,0
20,1,1278801,1711143,753442
0,300,90902,79101,0
0,8,777795,950929,0
2,,208030,133545,64690
,,,24743,0
0,0,596472,918907,0
0,,213762,216814,0
8,25,246274,276276,150138
7,150,100037,116643,48120
,,,26848,0
,,,43068,0
,,,32542,0
,,,47021,0
,,,44834,0
14,2249,730173,1098408,214707
1,200,347553,279709,43060
5,,2796224,3303871,513317
,,,97152,0
,,,61052,0
,,,3981,0
,,,66697,0
,,,53454,0
,,,4402,0
,,,33364,0
,,,77290,0
0,,85807,124851,11921
5,,1884882,2464321,388814
0,10,177549,177890,0
0,10,0,208759,0
0,,0,228241,0
0,2000,226930,65617,0
1,3,80114,76558,50000
0,,25448,62593,0
,,,68518,13060
3,20,1776104,3008399,131202
2,90,332427,313756,118283
0,25,34602,38095,0
,,,68114,0
,,,58403,0
57,600,2938679,3805678,1730818
,,,71380,0
,,,38492,0
4,250,309449,382618,166298
2,,303863,294971,38649
0,0,1065358,777010,0
12,150,397238,1459853,221528
,,,724,0
,,,188836,0
0,60,2053299,2360227,23105
15,,162348,205194,45690
6,,193239,216631,101987
0,20,74984,60032,0
,,,4190,0
,,,65793,32412
,,,4,0
64,,516070,669213,378094
11,250,997853,1075817,308366
100,2,1063682,1081971,901307
7,140,235726,377008,144875
,,,123565,65675
,,,49563,22648
15,0,246523,61616,32668
3,3,176265,278835,140623
0,,0,130115,0
80,11,765207,1857841,1358302
0,0,2956,0,0
,,,28950,0
0,0,166025,178725,0
0,0,60336,56518,0
10,140,555124,655416,329026
6,0,147910,329396,104304
5,50,798629,2196775,156350
1,,42359,40786,1480
2,239,280846,239137,45905
,,,113777,0
14,1000,4229081,3736986,1199076
,,,9404,0
,,,138645,0
0,,0,150652,0
,,,3224,0
,,,275,0
,,,63139,34755
10,150,420582,466127,373096
0,,175459,191545,45314
1,24,144032,130555,15650
54,37,1937706,2273949,1662320
2,,169671,215438,44540
37,197,2281341,1520191,704434
,,,40028,0
,,,11427,0
,,,53392,0
0,0,39946,51029,49917
,,,134011,66794
,,,164508,14625
,,,66028,22080
45,0,1415648,841751,974578
,,,94976,0
,,,10121,0
0,10,143165,252125,36395
,,,98866,47908
,,,62804,20731
,,,30890,18673
4,,92681,151594,100835
1,0,176100,329042,50190
,,,68545,0
,,,15054,0
,,,127277,38171
0,,84769,137110,0
,,,53226,0
,,,30645,4325
,,,75258,0
,,,58477,0
0,5,34145,28770,0
,,,44974,0
,,,8950,0
,,,153301,59531
,,,106435,51180
,,,143407,104600
,,,55126,0
,,,107518,66880
,,,129443,54855
15,3,384680,386546,244627
,,,161017,25926
7,50,169157,375372,68128
,,,45292,0
,,,107456,0
,,,169491,0
,,,36218,0
,,,49822,12381
,,,152530,113450
4,50,177028,231834,81914
,,,20338,4582
0,,93070,90753,0
0,,6891,7463,0
,,,8891,0
,,,0,7979
,,,99922,0
,,,173664,107207
,,,51945,0
,,,139266,88070
,,,110039,17061
0,10,73930,49523,0
0,10,108150,185582,3500
3,125,231978,285892,163155
4,50,587512,524764,142707
,,,152247,40788
3,10,178248,140184,97605
6,,375631,412890,213507
0,10,467408,530431,0
0,,20802,22055,0
0,,64885,65992,0
,,,11050,0
11,,711073,675578,366419
0,0,89,93,0
9,,383053,210668,159817
14,20,133200,186643,152450
0,,39508,37767,0
,,,2407,0
,,,42459,0
0,,698206,797926,0
4,,0,530189,93424
0,17,31627,365356,0
,,,32040,0
0,0,1374185,1238703,0
2,2,219705,175252,38665
0,5,148581,147000,22110
0,0,210496,165037,0
0,50,100884,84232,1225
,,,81220,0
0,0,29035,116829,0
0,20,87792,121261,0
,,,26034,0
,,,131322,24104
0,,175989,210136,0
29,50,755630,950026,643514
,,,60949,0
,,,29618,0
171,10,8590374,10715902,8461165
0,12,41461,35778,0
0,10,66401,27945,0
0,22,124752,68967,0
,,,188453,103227
5,125,422877,538244,283807
0,,98890,115299,0
,,,3091,0
,,,122698,0
1,1,0,674042,17224
0,,-32443,134000,0
,,,12364,12918
0,30,198713,222151,135260
4,7,125945,126956,83687
29,30,172764,211528,18554
0,0,58580,47000,9853
,,,14659,0
,,,62321,44000
,,,70408,46530
,,,7307,0
0,0,240735,218946,15000
,,,82313,0
,,,45011,0
2,8,128218,147960,50230
20,28,746733,4299793,339468
0,,623243,592949,0
,,,41395,0
7,295,287410,285908,77383
,,,12932,0
,,,39187,0
,,,34352,0
,,,77117,0
0,0,67715,205822,0
,,,32468,13000
13,30,3184280,7020918,307390
0,0,20007,29145,0
,,,153778,37813
,,,79386,0
,,,157245,103819
2,12,478043,464455,29066
,,,159265,27084
,,,86809,0
0,,0,500,0
0,4,321113,284774,0
,,,24874,0
7,,741311,513944,422584
,,,47342,0
0,7,3268,4335,0
,,,9677,0
,,,143415,64623
0,8,7411,252861,0
,,,115440,80464
,,,66184,31041
10,2,170490,203235,96521
0,,286965,249530,134346
0,,101734,215055,0
,,,28735,0
,,,55022,0
,,,38715,20350
163,4,9261480,9141545,7193188
,,,9763,0
,,,62143,0
1,,63771,312984,5009
13,7,276419,291085,241723
0,40,7096,5755,0
1,10,83516,78925,28100
0,0,452535,217655,23998
